x_m,radius_m
0.092,0.006482572009063151
0.09233333333333334,0.006479856025297275
0.09266666666666667,0.006477263487511561
0.093,0.006474793612845497
0.09333333333333334,0.0064724456308866704
0.09366666666666668,0.006470218783490201
0.094,0.006468112324601475
0.09433333333333334,0.006466125520082095
0.09466666666666668,0.006464257647539007
0.095,0.0064625079961567215
0.09533333333333334,0.006460875866532579
0.09566666666666668,0.0064593605705149945
0.096,0.006457961431044624
0.09633333333333334,0.006456677781998402
0.09666666666666668,0.006455508968036372
0.097,0.00645445434445129
0.09733333333333334,0.0064535132770209115
0.09766666666666668,0.006452685141862937
0.098,0.006451969325292545
0.09833333333333334,0.006451365223682469
0.09866666666666668,0.00645087224332558
0.099,0.006450489800299901
0.09933333333333333,0.006450217320336038
0.09966666666666668,0.006450054238686942
0.1,0.00645
0.10033333333333334,0.006452888888888889
0.10066666666666667,0.006455777777777778
0.101,0.006458666666666666
0.10133333333333333,0.0064615555555555555
0.10166666666666668,0.0064644444444444445
0.10200000000000001,0.006467333333333334
0.10233333333333333,0.006470222222222222
0.10266666666666667,0.006473111111111111
0.10300000000000001,0.006476
0.10333333333333333,0.006478888888888889
0.10366666666666667,0.006481777777777778
0.10400000000000001,0.006484666666666666
0.10433333333333333,0.0064875555555555554
0.10466666666666667,0.0064904444444444445
0.10500000000000001,0.006493333333333334
0.10533333333333333,0.006496222222222222
0.10566666666666667,0.006499111111111111
0.10600000000000001,0.006502
0.10633333333333334,0.006504888888888889
0.10666666666666667,0.006507777777777778
0.10700000000000001,0.006510666666666666
0.10733333333333334,0.006513555555555555
0.10766666666666666,0.0065164444444444445
0.10800000000000001,0.006519333333333334
0.10833333333333334,0.006522222222222222
0.10866666666666668,0.006525111111111111
0.10900000000000001,0.006528
0.10933333333333334,0.006530888888888889
0.10966666666666666,0.006533777777777778
0.11,0.006536666666666666
0.11033333333333334,0.006539555555555555
0.11066666666666666,0.0065424444444444445
0.11100000000000002,0.0065453333333333336
0.11133333333333334,0.006548222222222223
0.11166666666666666,0.006551111111111111
0.112,0.006554
0.11233333333333334,0.006556888888888889
0.11266666666666666,0.006559777777777778
0.113,0.006562666666666666
0.11333333333333334,0.006565555555555555
0.11366666666666667,0.0065684444444444445
0.114,0.0065713333333333335
0.11433333333333334,0.006574222222222223
0.11466666666666667,0.006577111111111111
0.115,0.00658
0.11533333333333334,0.006582888888888889
0.11566666666666667,0.006585777777777778
0.116,0.006588666666666666
0.11633333333333334,0.006591555555555555
0.11666666666666667,0.0065944444444444444
